Player,Player,Nation,Age,Minutes,ShotsOnTargetAgainst,GoalsAgainst,Saves,Save%,HomeTeam,Away_Team,Date,PlayerTeam
Jamie Young,Jamie Young,ENG,36-179,90,6,2,5,83.3,Western United,Western Sydney Wanderers,20/02/2022,Western United
Mark Birighitti,Mark Birighitti,AUS,30-311,90,6,3,4,66.7,Melbourne City,Central Coast Mariners,22/02/2022,Central Coast Mariners
Tom Glover,Tom Glover,AUS,24-060,90,3,2,1,33.3,Melbourne City,Central Coast Mariners,22/02/2022,Melbourne City
Daniel Margush,Daniel Margush,AUS,24-087,90,3,1,2,66.7,Newcastle Jets,Western Sydney Wanderers,23/02/2022,Western Sydney Wanderers
Jack Duncan,Jack Duncan,AUS,28-310,90,3,0,3,100,Newcastle Jets,Western Sydney Wanderers,23/02/2022,Newcastle Jets
Filip Kurto,Filip Kurto,POL,30-254,90,4,0,4,100,Perth Glory,Macarthur FC,23/02/2022,Macarthur FC
Liam Reddy,Liam Reddy,AUS,40-199,90,4,1,3,75,Perth Glory,Macarthur FC,23/02/2022,Perth Glory
Andrew Redmayne,Andrew Redmayne,AUS,33-041,90,5,1,4,80,Western United,Sydney FC,23/02/2022,Sydney FC
Jamie Young,Jamie Young,ENG,36-182,90,4,0,4,100,Western United,Sydney FC,23/02/2022,Western United
Mark Birighitti,Mark Birighitti,AUS,30-315,90,3,2,2,33.3,Adelaide United,Central Coast Mariners,26/02/2022,Central Coast Mariners
Joe Gauci,Joe Gauci,AUS,21-237,90,6,1,5,83.3,Adelaide United,Central Coast Mariners,26/02/2022,Adelaide United
Filip Kurto,Filip Kurto,POL,30-257,90,6,2,5,83.3,Newcastle Jets,Macarthur FC,26/02/2022,Macarthur FC
Jack Duncan,Jack Duncan,AUS,28-313,90,5,2,3,60,Newcastle Jets,Macarthur FC,26/02/2022,Newcastle Jets
Tom Glover,Tom Glover,AUS,24-064,90,4,1,3,75,Sydney FC,Melbourne City,26/02/2022,Melbourne City
Andrew Redmayne,Andrew Redmayne,AUS,33-044,90,4,2,2,50,Sydney FC,Melbourne City,26/02/2022,Sydney FC
Jamie Young,Jamie Young,ENG,36-186,90,2,0,2,100,Perth Glory,Western United,27/02/2022,Western United
Liam Reddy,Liam Reddy,AUS,40-203,90,5,2,3,60,Perth Glory,Western United,27/02/2022,Perth Glory
Liam Reddy,Liam Reddy,AUS,40-206,90,3,2,1,33.3,Melbourne City,Perth Glory,2/03/2022,Perth Glory
Tom Glover,Tom Glover,AUS,24-068,90,4,2,2,50,Melbourne City,Perth Glory,2/03/2022,Melbourne City
Filip Kurto,Filip Kurto,POL,30-263,90,8,3,5,62.5,Melbourne Victory,Macarthur FC,4/03/2022,Macarthur FC
Ivan Kelava,Ivan Kelava,CRO,34-012,90,3,1,2,66.7,Melbourne Victory,Macarthur FC,4/03/2022,Melbourne Victory
Jordan Holmes,Jordan Holmes,AUS,24-301,90,6,2,4,66.7,Central Coast Mariners,Brisbane Roar,5/03/2022,Brisbane Roar
Mark Birighitti,Mark Birighitti,AUS,30-322,90,4,1,3,75,Central Coast Mariners,Brisbane Roar,5/03/2022,Central Coast Mariners
Andrew Redmayne,Andrew Redmayne,AUS,33-051,90,7,2,6,85.7,Western Sydney Wanderers,Sydney FC,5/03/2022,Sydney FC
Daniel Margush,Daniel Margush,AUS,24-097,90,1,0,1,100,Western Sydney Wanderers,Sydney FC,5/03/2022,Western Sydney Wanderers
Jack Duncan,Jack Duncan,AUS,28-320,90,5,2,3,60,Western United,Newcastle Jets,5/03/2022,Newcastle Jets
Jamie Young,Jamie Young,ENG,36-192,90,5,1,4,80,Western United,Newcastle Jets,5/03/2022,Western United
Joe Gauci,Joe Gauci,AUS,21-245,90,4,1,4,100,Perth Glory,Adelaide United,6/03/2022,Adelaide United
Liam Reddy,Liam Reddy,AUS,40-210,45,6,1,5,83.3,Perth Glory,Adelaide United,6/03/2022,Perth Glory
Cameron Cook,Cameron Cook,AUS,20-202,45,3,1,2,66.7,Perth Glory,Adelaide United,6/03/2022,Perth Glory
Ivan Kelava,Ivan Kelava,CRO,34-017,90,2,1,1,50,Central Coast Mariners,Melbourne Victory,9/03/2022,Melbourne Victory
Mark Birighitti,Mark Birighitti,AUS,30-326,90,7,1,6,85.7,Central Coast Mariners,Melbourne Victory,9/03/2022,Central Coast Mariners
Filip Kurto,Filip Kurto,POL,30-268,90,3,3,1,33.3,Melbourne City,Macarthur FC,9/03/2022,Macarthur FC
Matthew Sutton,Matthew Sutton,AUS,22-002,90,2,1,1,50,Melbourne City,Macarthur FC,9/03/2022,Melbourne City
Michael Weier,Michael Weier,AUS,25-041,90,4,3,2,50,Wellington Phoenix,Newcastle Jets,9/03/2022,Newcastle Jets
Oliver Sail,Oliver Sail,NZL,26-055,90,8,2,6,75,Wellington Phoenix,Newcastle Jets,9/03/2022,Wellington Phoenix
Oliver Sail,Oliver Sail,NZL,26-058,90,7,2,5,71.4,Brisbane Roar,Wellington Phoenix,12/03/2022,Wellington Phoenix
Jordan Holmes,Jordan Holmes,AUS,24-308,90,6,1,5,83.3,Brisbane Roar,Wellington Phoenix,12/03/2022,Brisbane Roar
Daniel Margush,Daniel Margush,AUS,24-104,90,3,3,1,33.3,Macarthur FC,Western Sydney Wanderers,12/03/2022,Western Sydney Wanderers
Filip Kurto,Filip Kurto,POL,30-271,90,1,1,0,0,Macarthur FC,Western Sydney Wanderers,12/03/2022,Macarthur FC
Andrew Redmayne,Andrew Redmayne,AUS,33-058,90,6,0,6,100,Perth Glory,Sydney FC,12/03/2022,Sydney FC
Brad Jones,Brad Jones,AUS,39-358,90,5,2,3,60,Perth Glory,Sydney FC,12/03/2022,Perth Glory
Matthew Sutton,Matthew Sutton,AUS,22-005,90,4,2,2,50,Western United,Melbourne City,12/03/2022,Melbourne City
Jamie Young,Jamie Young,ENG,36-199,90,6,2,4,66.7,Western United,Melbourne City,12/03/2022,Western United
Michael Weier,Michael Weier,AUS,25-045,90,2,2,0,0,Adelaide United,Newcastle Jets,13/03/2022,Newcastle Jets
Joe Gauci,Joe Gauci,AUS,21-252,90,10,1,9,90,Adelaide United,Newcastle Jets,13/03/2022,Adelaide United
Mark Birighitti,Mark Birighitti,AUS,30-332,90,3,0,4,100,Perth Glory,Central Coast Mariners,15/03/2022,Central Coast Mariners
Brad Jones,Brad Jones,AUS,39-361,90,2,0,2,100,Perth Glory,Central Coast Mariners,15/03/2022,Perth Glory
Daniel Margush,Daniel Margush,AUS,24-108,90,4,1,3,75,Adelaide United,Western Sydney Wanderers,16/03/2022,Western Sydney Wanderers
Joe Gauci,Joe Gauci,AUS,21-255,90,3,2,1,33.3,Adelaide United,Western Sydney Wanderers,16/03/2022,Adelaide United
Alex Paulsen,Alex Paulsen,NZL,19-257,90,7,4,3,42.9,Newcastle Jets,Wellington Phoenix,18/03/2022,Wellington Phoenix
Michael Weier,Michael Weier,AUS,25-050,90,5,0,4,100,Newcastle Jets,Wellington Phoenix,18/03/2022,Newcastle Jets
Filip Kurto,Filip Kurto,POL,30-278,90,7,4,3,42.9,Central Coast Mariners,Macarthur FC,19/03/2022,Macarthur FC
Mark Birighitti,Mark Birighitti,AUS,30-336,90,8,2,6,75,Central Coast Mariners,Macarthur FC,19/03/2022,Central Coast Mariners
Ivan Kelava,Ivan Kelava,CRO,34-027,90,2,1,1,50,Melbourne City,Melbourne Victory,19/03/2022,Melbourne Victory
Tom Glover,Tom Glover,AUS,24-085,90,3,1,2,66.7,Melbourne City,Melbourne Victory,19/03/2022,Melbourne City
Jordan Holmes,Jordan Holmes,AUS,24-315,90,7,1,6,85.7,Perth Glory,Brisbane Roar,19/03/2022,Brisbane Roar
Brad Jones,Brad Jones,AUS,40-000,90,6,4,3,50,Perth Glory,Brisbane Roar,19/03/2022,Perth Glory
Jamie Young,Jamie Young,ENG,36-206,90,4,3,1,25,Sydney FC,Western United,19/03/2022,Western United
Andrew Redmayne,Andrew Redmayne,AUS,33-065,90,2,0,2,100,Sydney FC,Western United,19/03/2022,Sydney FC
Joe Gauci,Joe Gauci,AUS,21-259,90,4,0,4,100,Western Sydney Wanderers,Adelaide United,20/03/2022,Adelaide United
Daniel Margush,Daniel Margush,AUS,24-112,90,2,0,2,100,Western Sydney Wanderers,Adelaide United,20/03/2022,Western Sydney Wanderers
Tom Glover,Tom Glover,AUS,24-089,90,6,1,5,83.3,Brisbane Roar,Melbourne City,23/03/2022,Melbourne City
Jordan Holmes,Jordan Holmes,AUS,24-319,90,2,2,0,0,Brisbane Roar,Melbourne City,23/03/2022,Brisbane Roar
Jamie Young,Jamie Young,ENG,36-210,90,12,1,11,91.7,Melbourne Victory,Western United,23/03/2022,Western United
Ivan Kelava,Ivan Kelava,CRO,34-031,90,4,1,3,75,Melbourne Victory,Western United,23/03/2022,Melbourne Victory
Tom Heward-Belle,Tom Heward-Belle,AUS,25-014,90,5,2,3,60,Newcastle Jets,Sydney FC,25/03/2022,Sydney FC
Jack Duncan,Jack Duncan,AUS,28-340,90,2,0,2,100,Newcastle Jets,Sydney FC,25/03/2022,Newcastle Jets
Jamie Young,Jamie Young,ENG,36-213,90,8,2,7,87.5,Brisbane Roar,Western United,26/03/2022,Western United
Jordan Holmes,Jordan Holmes,AUS,24-322,29,0,0,0,,Brisbane Roar,Western United,26/03/2022,Brisbane Roar
Macklin Freke,Macklin Freke,AUS,23-079,59,4,3,1,25,Brisbane Roar,Western United,26/03/2022,Brisbane Roar
Joe Gauci,Joe Gauci,AUS,21-265,26,0,0,0,,Central Coast Mariners,Adelaide United,26/03/2022,Adelaide United
Steven Hall,Steven Hall,AUS,17-069,63,7,3,4,57.1,Central Coast Mariners,Adelaide United,26/03/2022,Adelaide United
Mark Birighitti,Mark Birighitti,AUS,30-343,90,3,0,3,100,Central Coast Mariners,Adelaide United,26/03/2022,Central Coast Mariners
Tom Glover,Tom Glover,AUS,24-092,90,3,0,3,100,Macarthur FC,Melbourne City,26/03/2022,Melbourne City
Nick Suman,Nick Suman,AUS,22-026,90,2,1,1,50,Macarthur FC,Melbourne City,26/03/2022,Macarthur FC
Liam Reddy,Liam Reddy,AUS,40-230,90,8,2,6,75,Wellington Phoenix,Perth Glory,26/03/2022,Perth Glory
Oliver Sail,Oliver Sail,NZL,26-072,90,1,1,0,0,Wellington Phoenix,Perth Glory,26/03/2022,Wellington Phoenix
Daniel Margush,Daniel Margush,AUS,24-119,90,8,1,7,87.5,Melbourne Victory,Western Sydney Wanderers,27/03/2022,Western Sydney Wanderers
Matt Acton,Matt Acton,AUS,29-297,90,1,1,1,100,Melbourne Victory,Western Sydney Wanderers,27/03/2022,Melbourne Victory
Oliver Sail,Oliver Sail,NZL,26-076,90,11,0,11,100,Brisbane Roar,Wellington Phoenix,30/03/2022,Wellington Phoenix
Macklin Freke,Macklin Freke,AUS,23-083,90,7,3,4,57.1,Brisbane Roar,Wellington Phoenix,30/03/2022,Brisbane Roar
Jack Duncan,Jack Duncan,AUS,28-345,90,4,0,4,100,Perth Glory,Newcastle Jets,30/03/2022,Newcastle Jets
Liam Reddy,Liam Reddy,AUS,40-234,90,4,0,4,100,Perth Glory,Newcastle Jets,30/03/2022,Perth Glory
Filip Kurto,Filip Kurto,POL,30-289,90,5,2,3,60,Sydney FC,Macarthur FC,30/03/2022,Macarthur FC
Tom Heward-Belle,Tom Heward-Belle,AUS,25-019,90,2,2,1,50,Sydney FC,Macarthur FC,30/03/2022,Sydney FC
Ivan Kelava,Ivan Kelava,CRO,34-041,90,1,0,1,100,Adelaide United,Melbourne Victory,2/04/2022,Melbourne Victory
Steven Hall,Steven Hall,AUS,17-076,90,1,1,0,0,Adelaide United,Melbourne Victory,2/04/2022,Adelaide United
Daniel Margush,Daniel Margush,AUS,24-125,90,7,3,4,57.1,Sydney FC,Western Sydney Wanderers,2/04/2022,Western Sydney Wanderers
Adam Pavlešić,Adam Pavlesic,AUS,19-246,90,5,2,3,60,Sydney FC,Western Sydney Wanderers,2/04/2022,Sydney FC
Tom Glover,Tom Glover,AUS,24-099,90,3,0,3,100,Wellington Phoenix,Melbourne City,2/04/2022,Melbourne City
Oliver Sail,Oliver Sail,NZL,26-079,90,7,6,1,14.3,Wellington Phoenix,Melbourne City,2/04/2022,Wellington Phoenix
Mark Birighitti,Mark Birighitti,AUS,30-350,90,4,2,2,50,Western United,Central Coast Mariners,2/04/2022,Central Coast Mariners
Jamie Young,Jamie Young,ENG,36-220,90,3,2,2,33.3,Western United,Central Coast Mariners,2/04/2022,Western United
Jack Duncan,Jack Duncan,AUS,28-349,90,6,2,4,66.7,Brisbane Roar,Newcastle Jets,3/04/2022,Newcastle Jets
Jordan Holmes,Jordan Holmes,AUS,24-330,90,0,0,0,,Brisbane Roar,Newcastle Jets,3/04/2022,Brisbane Roar
Liam Reddy,Liam Reddy,AUS,40-238,90,6,4,4,66.7,Macarthur FC,Perth Glory,3/04/2022,Perth Glory
Filip Kurto,Filip Kurto,POL,30-293,90,4,2,2,50,Macarthur FC,Perth Glory,3/04/2022,Macarthur FC
Oliver Sail,Oliver Sail,NZL,26-082,90,8,5,5,62.5,Central Coast Mariners,Wellington Phoenix,5/04/2022,Wellington Phoenix
Mark Birighitti,Mark Birighitti,AUS,30-353,90,0,0,0,,Central Coast Mariners,Wellington Phoenix,5/04/2022,Central Coast Mariners
Tom Heward-Belle,Tom Heward-Belle,AUS,25-026,90,6,4,2,33.3,Melbourne City,Sydney FC,6/04/2022,Sydney FC
Tom Glover,Tom Glover,AUS,24-103,90,1,0,1,100,Melbourne City,Sydney FC,6/04/2022,Melbourne City
Ivan Kelava,Ivan Kelava,CRO,34-045,90,1,0,1,100,Perth Glory,Melbourne Victory,6/04/2022,Melbourne Victory
Liam Reddy,Liam Reddy,AUS,40-241,90,4,1,3,75,Perth Glory,Melbourne Victory,6/04/2022,Perth Glory
Filip Kurto,Filip Kurto,POL,30-298,90,7,1,6,85.7,Adelaide United,Macarthur FC,8/04/2022,Macarthur FC
Joe Gauci,Joe Gauci,AUS,21-278,90,2,0,2,100,Adelaide United,Macarthur FC,8/04/2022,Adelaide United
Tom Heward-Belle,Tom Heward-Belle,AUS,25-029,90,3,0,3,100,Central Coast Mariners,Sydney FC,9/04/2022,Sydney FC
Mark Birighitti,Mark Birighitti,AUS,30-357,90,8,5,3,37.5,Central Coast Mariners,Sydney FC,9/04/2022,Central Coast Mariners
Tom Glover,Tom Glover,AUS,24-106,90,6,3,4,66.7,Melbourne Victory,Melbourne City,9/04/2022,Melbourne City
Ivan Kelava,Ivan Kelava,CRO,34-048,90,2,0,2,100,Melbourne Victory,Melbourne City,9/04/2022,Melbourne Victory
Jordan Holmes,Jordan Holmes,AUS,24-336,90,5,1,4,80,Western Sydney Wanderers,Brisbane Roar,9/04/2022,Brisbane Roar
Daniel Margush,Daniel Margush,AUS,24-132,89,0,0,0,,Western Sydney Wanderers,Brisbane Roar,9/04/2022,Western Sydney Wanderers
Tomás Mejías,Tomas Mejias,ESP,33-069,1,2,1,2,100,Western Sydney Wanderers,Brisbane Roar,9/04/2022,Western Sydney Wanderers
Oliver Sail,Oliver Sail,NZL,26-086,90,6,1,5,83.3,Western United,Wellington Phoenix,9/04/2022,Wellington Phoenix
Jamie Young,Jamie Young,ENG,36-227,90,5,4,2,40,Western United,Wellington Phoenix,9/04/2022,Western United
Liam Reddy,Liam Reddy,AUS,40-245,90,8,6,3,37.5,Newcastle Jets,Perth Glory,10/04/2022,Perth Glory
Jack Duncan,Jack Duncan,AUS,28-356,90,1,1,0,0,Newcastle Jets,Perth Glory,10/04/2022,Newcastle Jets
Jordan Holmes,Jordan Holmes,AUS,24-339,90,2,0,2,100,Melbourne Victory,Brisbane Roar,12/04/2022,Brisbane Roar
Ivan Kelava,Ivan Kelava,CRO,34-051,90,2,0,2,100,Melbourne Victory,Brisbane Roar,12/04/2022,Melbourne Victory
Joe Gauci,Joe Gauci,AUS,21-282,90,7,2,5,71.4,Sydney FC,Adelaide United,12/04/2022,Adelaide United
Andrew Redmayne,Andrew Redmayne,AUS,33-089,90,4,3,1,25,Sydney FC,Adelaide United,12/04/2022,Sydney FC
Oliver Sail,Oliver Sail,NZL,26-090,90,0,0,0,,Perth Glory,Wellington Phoenix,13/04/2022,Wellington Phoenix
Liam Reddy,Liam Reddy,AUS,40-248,90,4,1,3,75,Perth Glory,Wellington Phoenix,13/04/2022,Perth Glory
Mark Birighitti,Mark Birighitti,AUS,30-361,90,7,2,5,71.4,Western Sydney Wanderers,Central Coast Mariners,13/04/2022,Central Coast Mariners
Tomás Mejías,Tomas Mejias,ESP,33-073,90,4,2,3,75,Western Sydney Wanderers,Central Coast Mariners,13/04/2022,Western Sydney Wanderers
Jordan Holmes,Jordan Holmes,AUS,24-342,90,3,2,1,33.3,Macarthur FC,Brisbane Roar,15/04/2022,Brisbane Roar
Filip Kurto,Filip Kurto,POL,30-305,90,5,1,4,80,Macarthur FC,Brisbane Roar,15/04/2022,Macarthur FC
Ivan Kelava,Ivan Kelava,CRO,34-055,90,2,1,1,50,Newcastle Jets,Melbourne Victory,16/04/2022,Melbourne Victory
Jack Duncan,Jack Duncan,AUS,28-362,90,4,2,2,50,Newcastle Jets,Melbourne Victory,16/04/2022,Newcastle Jets
Liam Reddy,Liam Reddy,AUS,40-251,90,8,6,4,37.5,Western United,Perth Glory,16/04/2022,Perth Glory
Jamie Young,Jamie Young,ENG,36-234,90,1,0,1,100,Western United,Perth Glory,16/04/2022,Western United
Mark Birighitti,Mark Birighitti,AUS,31-000,90,3,0,3,100,Wellington Phoenix,Central Coast Mariners,17/04/2022,Central Coast Mariners
Oliver Sail,Oliver Sail,NZL,26-094,90,6,4,2,33.3,Wellington Phoenix,Central Coast Mariners,17/04/2022,Wellington Phoenix
Filip Kurto,Filip Kurto,POL,30-309,90,8,2,6,75,Western United,Macarthur FC,19/04/2022,Macarthur FC
Jamie Young,Jamie Young,ENG,36-237,90,5,0,5,100,Western United,Macarthur FC,19/04/2022,Western United
Jack Duncan,Jack Duncan,AUS,29-001,90,10,3,7,70,Western Sydney Wanderers,Newcastle Jets,20/04/2022,Newcastle Jets
Daniel Margush,Daniel Margush,AUS,24-143,90,2,2,0,0,Western Sydney Wanderers,Newcastle Jets,20/04/2022,Western Sydney Wanderers
Ivan Kelava,Ivan Kelava,CRO,34-061,90,2,1,2,100,Macarthur FC,Melbourne Victory,22/04/2022,Melbourne Victory
Filip Kurto,Filip Kurto,POL,30-312,90,10,4,7,70,Macarthur FC,Melbourne Victory,22/04/2022,Macarthur FC
Mark Birighitti,Mark Birighitti,AUS,31-006,90,6,2,4,66.7,Newcastle Jets,Central Coast Mariners,23/04/2022,Central Coast Mariners
Jack Duncan,Jack Duncan,AUS,29-004,90,6,4,3,50,Newcastle Jets,Central Coast Mariners,23/04/2022,Newcastle Jets
Liam Reddy,Liam Reddy,AUS,40-259,90,7,2,5,71.4,Adelaide United,Perth Glory,24/04/2022,Perth Glory
Joe Gauci,Joe Gauci,AUS,21-294,90,0,0,0,,Adelaide United,Perth Glory,24/04/2022,Adelaide United
Daniel Margush,Daniel Margush,AUS,24-147,90,5,1,4,80,Wellington Phoenix,Western Sydney Wanderers,24/04/2022,Western Sydney Wanderers
Oliver Sail,Oliver Sail,NZL,26-101,90,3,0,3,100,Wellington Phoenix,Western Sydney Wanderers,24/04/2022,Wellington Phoenix
Ivan Kelava,Ivan Kelava,CRO,34-064,90,2,1,1,50,Brisbane Roar,Melbourne Victory,25/04/2022,Melbourne Victory
Jordan Holmes,Jordan Holmes,AUS,24-352,90,4,1,3,75,Brisbane Roar,Melbourne Victory,25/04/2022,Brisbane Roar
Oliver Sail,Oliver Sail,NZL,26-106,90,8,3,6,75,Melbourne Victory,Wellington Phoenix,29/04/2022,Wellington Phoenix
Ivan Kelava,Ivan Kelava,CRO,34-068,90,1,1,2,100,Melbourne Victory,Wellington Phoenix,29/04/2022,Melbourne Victory
Jordan Holmes,Jordan Holmes,AUS,24-357,90,8,2,6,75,Adelaide United,Brisbane Roar,30/04/2022,Brisbane Roar
Joe Gauci,Joe Gauci,AUS,21-300,90,4,0,4,100,Adelaide United,Brisbane Roar,30/04/2022,Adelaide United
Jamie Young,Jamie Young,ENG,36-248,90,4,1,3,75,Central Coast Mariners,Western United,30/04/2022,Western United
Mark Birighitti,Mark Birighitti,AUS,31-013,90,1,0,1,100,Central Coast Mariners,Western United,30/04/2022,Central Coast Mariners
Daniel Margush,Daniel Margush,AUS,24-153,90,3,1,2,66.7,Perth Glory,Western Sydney Wanderers,30/04/2022,Western Sydney Wanderers
Liam Reddy,Liam Reddy,AUS,40-265,90,5,1,4,80,Perth Glory,Western Sydney Wanderers,30/04/2022,Perth Glory
Michael Weier,Michael Weier,AUS,25-094,90,6,0,6,100,Macarthur FC,Newcastle Jets,1/05/2022,Newcastle Jets
Filip Kurto,Filip Kurto,POL,30-321,90,7,3,4,57.1,Macarthur FC,Newcastle Jets,1/05/2022,Macarthur FC
Mark Birighitti,Mark Birighitti,AUS,31-016,90,6,0,6,100,Brisbane Roar,Central Coast Mariners,3/05/2022,Central Coast Mariners
Jordan Holmes,Jordan Holmes,AUS,24-360,90,3,2,1,33.3,Brisbane Roar,Central Coast Mariners,3/05/2022,Brisbane Roar
Jamie Young,Jamie Young,ENG,36-252,90,5,1,4,80,Newcastle Jets,Western United,4/05/2022,Western United
Michael Weier,Michael Weier,AUS,25-097,90,5,1,4,80,Newcastle Jets,Western United,4/05/2022,Newcastle Jets
Tom Glover,Tom Glover,AUS,24-131,90,3,2,1,33.3,Perth Glory,Melbourne City,4/05/2022,Melbourne City
Liam Reddy,Liam Reddy,AUS,40-269,90,4,0,4,100,Perth Glory,Melbourne City,4/05/2022,Perth Glory
Oliver Sail,Oliver Sail,NZL,26-112,90,7,1,6,85.7,Western Sydney Wanderers,Wellington Phoenix,5/05/2022,Wellington Phoenix
Daniel Margush,Daniel Margush,AUS,24-158,90,4,2,2,50,Western Sydney Wanderers,Wellington Phoenix,5/05/2022,Western Sydney Wanderers
Michael Weier,Michael Weier,AUS,25-100,90,7,2,5,71.4,Central Coast Mariners,Newcastle Jets,7/05/2022,Newcastle Jets
Mark Birighitti,Mark Birighitti,AUS,31-020,90,7,0,7,100,Central Coast Mariners,Newcastle Jets,7/05/2022,Central Coast Mariners
Ivan Kelava,Ivan Kelava,CRO,34-076,90,1,1,0,0,Sydney FC,Melbourne Victory,7/05/2022,Melbourne Victory
Andrew Redmayne,Andrew Redmayne,AUS,33-114,90,5,4,1,20,Sydney FC,Melbourne Victory,7/05/2022,Sydney FC
Jamie Young,Jamie Young,ENG,36-256,90,10,2,8,80,Adelaide United,Western United,8/05/2022,Western United
Joe Gauci,Joe Gauci,AUS,21-308,90,5,1,4,80,Adelaide United,Western United,8/05/2022,Adelaide United
Tomás Mejías,Tomas Mejias,ESP,33-098,90,4,1,4,100,Macarthur FC,Western Sydney Wanderers,8/05/2022,Western Sydney Wanderers
Filip Kurto,Filip Kurto,POL,30-328,90,9,1,8,88.9,Macarthur FC,Western Sydney Wanderers,8/05/2022,Macarthur FC
Oliver Sail,Oliver Sail,NZL,26-116,90,5,2,3,60,Melbourne City,Wellington Phoenix,9/05/2022,Wellington Phoenix
Tom Glover,Tom Glover,AUS,24-136,90,3,1,2,66.7,Melbourne City,Wellington Phoenix,9/05/2022,Melbourne City
Tom Heward-Belle,Tom Heward-Belle,AUS,25-060,90,5,3,2,40,Brisbane Roar,Sydney FC,10/05/2022,Sydney FC
Jordan Holmes,Jordan Holmes,AUS,25-002,90,6,1,5,83.3,Brisbane Roar,Sydney FC,10/05/2022,Brisbane Roar
Oliver Sail,Oliver Sail,NZL,26-121,90,8,1,7,87.5,Western United,Wellington Phoenix,14/05/2022,Wellington Phoenix
Jamie Young,Jamie Young,ENG,36-262,90,5,0,5,100,Western United,Wellington Phoenix,14/05/2022,Western United
Mark Birighitti,Mark Birighitti,AUS,31-028,90,8,3,5,62.5,Adelaide United,Central Coast Mariners,15/05/2022,Central Coast Mariners
Joe Gauci,Joe Gauci,AUS,21-315,90,4,1,3,75,Adelaide United,Central Coast Mariners,15/05/2022,Adelaide United
Ivan Kelava,Ivan Kelava,CRO,34-086,90,2,0,2,100,Western United,Melbourne Victory,17/05/2022,Melbourne Victory
Jamie Young,Jamie Young,ENG,36-265,90,1,1,0,0,Western United,Melbourne Victory,17/05/2022,Western United
Tom Glover,Tom Glover,AUS,24-145,90,3,0,3,100,Adelaide United,Melbourne City,18/05/2022,Melbourne City
Joe Gauci,Joe Gauci,AUS,21-318,90,4,0,4,100,Adelaide United,Melbourne City,18/05/2022,Adelaide United
Jamie Young,Jamie Young,ENG,36-269,90,9,1,8,88.9,Melbourne Victory,Western United,21/05/2022,Western United
Ivan Kelava,Ivan Kelava,CRO,34-090,90,6,4,2,33.3,Melbourne Victory,Western United,21/05/2022,Melbourne Victory
Joe Gauci,Joe Gauci,AUS,21-322,120,8,2,6,75,Melbourne City,Adelaide United,22/05/2022,Adelaide United
Tom Glover,Tom Glover,AUS,24-149,120,3,1,2,66.7,Melbourne City,Adelaide United,22/05/2022,Melbourne City
Jamie Young,Jamie Young,ENG,36-276,90,5,0,5,100,Melbourne City,Western United,28/05/2022,Western United
Tom Glover,Tom Glover,AUS,24-155,90,2,2,0,0,Melbourne City,Western United,28/05/2022,Melbourne City
Jamie Young,Jamie Young,ENG,37-043,90,9,2,7,77.8,Melbourne City,Western United,7/10/2022,Western United
Tom Glover,Tom Glover,AUS,24-287,90,4,1,3,75,Melbourne City,Western United,7/10/2022,Melbourne City
Filip Kurto,Filip Kurto,POL,31-116,90,3,0,3,100,Brisbane Roar,Macarthur FC,8/10/2022,Macarthur FC
Jordan Holmes,Jordan Holmes,AUS,25-153,90,3,0,3,100,Brisbane Roar,Macarthur FC,8/10/2022,Brisbane Roar
Paul Izzo,Paul Izzo,AUS,27-275,90,6,2,4,66.7,Sydney FC,Melbourne Victory,8/10/2022,Melbourne Victory
Andrew Redmayne,Andrew Redmayne,AUS,33-268,90,5,3,2,40,Sydney FC,Melbourne Victory,8/10/2022,Sydney FC
Joe Gauci,Joe Gauci,AUS,22-097,90,3,1,2,66.7,Wellington Phoenix,Adelaide United,9/10/2022,Adelaide United
Oliver Sail,Oliver Sail,NZL,26-269,90,6,1,5,83.3,Wellington Phoenix,Adelaide United,9/10/2022,Wellington Phoenix
Liam Reddy,Liam Reddy,AUS,41-062,90,4,1,4,75,Western Sydney Wanderers,Perth Glory,9/10/2022,Perth Glory
Lawrence Thomas,Lawrence Thomas,AUS,30-153,90,2,0,2,100,Western Sydney Wanderers,Perth Glory,9/10/2022,Western Sydney Wanderers
